name,crunchbase_uuid,type,primary_role,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description
Escapio,6196969e-f639-0684-85d9-4b8bc7757358,organization,company,https://www.crunchbase.com/organization/escapio?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,escapio.com,http://en.escapio.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397201442/9820f982daab3687983e89e2b9699dd0.gif",http://www.facebook.com/escapio,http://twitter.com/Escapio,,:,Berlin,Berlin,DEU,Escapio is a hotel price comparison site for handpicked hotels.
kaufDA,a36722f1-35b2-3000-07a3-76209cb4e3af,organization,company,https://www.crunchbase.com/organization/kaufda-de?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kaufda.de,http://www.kaufDA.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397202729/5a5bb135bf1ac118a2631e1f125baa91.png",,http://twitter.com/kaufDAteam,,:,Berlin,Berlin,DEU,kaufDA is an online marketplace based in Germany that enables its users to search for local sales and retailers.
studdex,eecb8f5c-b354-a27e-1d1b-28e59856178f,organization,company,https://www.crunchbase.com/organization/studdex?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,studdex.com,http://www.studdex.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397203066/45145a27a530d9148d1ab231c62d40f7.png",,,,:,Berlin,Berlin,DEU,Studdex is an online platform that enables universities to market themselves and recruit international students.
servtag,2dcd0d10-137a-45b5-c9f2-300492f3d9cd,organization,company,https://www.crunchbase.com/organization/servtag?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,servtag.com,http://www.servtag.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397203441/e3f88cc259b86f29ba901a4262fc96d5.png",http://www.facebook.com/stroeermobilemedia,http://twitter.com/servtag,https://www.linkedin.com/company/techcrunch,:,Berlin,Berlin,DEU,Servtag is an object- and location-based service provider. Servtag uses Near Field Communication (NFC) to link physical objects and
Panfu,bcc14617-a33b-7b65-6b9b-f62452790532,organization,company,https://www.crunchbase.com/organization/panfu?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,panfu.com,http://www.panfu.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397204743/7772ff902180774dcb073fe1e36a2556.png",,http://twitter.com/maxundella,,:,Berlin,Berlin,DEU,"Panfu is an online platform designed for children to play games, keep in touch with friends and gain knowledge."
SuperSwitcher,fb4d6d6d-735a-7895-4232-53cad1e1a0c2,organization,company,https://www.crunchbase.com/organization/superswitcher?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,superswitcher.co.uk,http://www.superswitcher.co.uk,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397205299/828b7e4e4e4fff3a88eaf806ef315328.jpg",http://apps.facebook.com/superswitcher,,,:,Berlin,Berlin,DEU,Online tariff comparison service
Tamundo,3cb43c6f-03a0-0e77-1862-fa68c33ac4c7,organization,company,https://www.crunchbase.com/organization/tamundo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tamundo.com,http://www.tamundo.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397205504/553c0ac985e99b9e3eacae7be66d6d39.jpg",,,,:,Berlin,Berlin,DEU,Social Marketplace for Collectibles
TripsByTips,ec865984-3582-bf52-8e9e-ca2165a75c83,organization,company,https://www.crunchbase.com/organization/tripsbytips?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tripsbytips.de,http://www.TripsByTips.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397206412/03813dc62b3ee11a741ba1cb8bb000df.jpg",http://www.facebook.com/TripsByTips/9013501177,http://twitter.com/tripsbytips,,:,Berlin,Berlin,DEU,TripsByTips is the provider of unique content for the online tourism sector.
Webteilchen,6062475a-8b0f-709f-57e8-da88343b79f0,organization,company,https://www.crunchbase.com/organization/webteilchen?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,webteilchen.de,http://webteilchen.de,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",http://www.facebook.com/Webteilchen/105921684679,http://twitter.com/Webteilchen,https://www.linkedin.com/in/vincentschroder,:,Berlin,Berlin,DEU,"Webteilchen offers a range of online marketing, SEO, web design, and corporate identity services."
quoobs,90e6ad37-3d49-839b-b7ae-c95c308b1d57,organization,company,https://www.crunchbase.com/organization/quoobs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,quoobs.com,http://www.quoobs.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397207097/c032215e59b5892d3fffe6009f74473c.gif",https://www.facebook.com/1530tippspiel,https://www.twitter.com/1530tippspiel,,:,Berlin,Berlin,DEU,"Quoobs provides digital services in the field of games, mobile location based services and social networks."
Nanotron Technologies,8c2a6e95-468b-840c-75bc-7ebe3ec36914,organization,company,https://www.crunchbase.com/organization/nanotron-technologies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,nanotron.com,http://www.nanotron.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397208137/790ed2c34f26ec64986ac0c39b0b7d3e.jpg",,,https://www.linkedin.com/company/nanotron-technologies,:,Berlin,Berlin,DEU,Nanotron Technologies is a developer of wireless products that combine high speed data transmission and location information.
MergeOptics,f9459c4f-8db7-f7e8-82a2-923e05636841,organization,company,https://www.crunchbase.com/organization/mergeoptics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mergeoptics.com,http://www.mergeoptics.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397208372/8532039baaa45117306ff3bd3295cd9d.jpg",,,https://www.linkedin.com/company/fci,:,Berlin,Berlin,DEU,"FCI Electronics designs and manufactures hi-tech connector solutions for various market applications, including medical instrumentation."
Benjamin Rohe Advisory,7cb4b4ec-5cf5-4519-5f6e-fa7760a2cc33,organization,company,https://www.crunchbase.com/organization/benjamin-roh-advisory?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,benjaminr.de,http://www.benjaminr.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397208457/4f0e2e112bd7d494c3ddb6a42c56cd3a.png",https://www.facebook.com/rohebenjamin,,https://www.linkedin.com/company/benjamin-roh-advisory?trk=top_nav_home,:,Berlin,Berlin,DEU,Benjamin Rohe Advisory is an Advice company.
My-Hammer,22678e94-18a0-0aa6-7b7b-31519fbbeb44,organization,company,https://www.crunchbase.com/organization/my-hammer?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,my-hammer.de,http://www.my-hammer.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397208990/18d6c872c62109c227397b35036eb7b1.jpg",https://www.facebook.com/myhammerag,http://twitter.com/MyHammer_de,https://www.linkedin.com/company/myhammer-ag,:,Berlin,Berlin,DEU,"MyHammer is an online marketplace and directory enabling homeowners to find tradesmen, and builders to find quality job leads."
skobbler,7c4ea49e-d065-7d3e-ecb7-194231dbf93c,organization,company,https://www.crunchbase.com/organization/skobbler?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,skobbler.com,http://www.skobbler.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397209043/790fe993c4cbd18af0be442cf8fc8884.jpg",http://www.facebook.com/skobblernavigation,,http://www.linkedin.com/company/805616,:,Berlin,Berlin,DEU,skobbler creates smart location-aware apps for end-consumers and advanced maps technology for professionals.
EcoIntense,2b3766f7-b0e9-8a86-e1df-18d2c6b04204,organization,company,https://www.crunchbase.com/organization/ecointense?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ecointense.de,http://www.ecointense.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397209342/364b4ec7c9552a7b621585bb129df18a.jpg",https://www.facebook.com/pg/ecointense/about/?ref=page_internal,,https://www.linkedin.com/company-beta/3232496/,:,Berlin,Berlin,DEU,EcoIntense provides environmental management software for companies seeking to decrease their environmental footprint.
Business Angels Fondsgesellschaft,82765b87-d098-4114-29ca-cd15701f1a6a,organization,investor,https://www.crunchbase.com/organization/business-angels-fondsgeseakkscgaft?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bacb.de,http://www.bacb.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397178638/15520a58849565140db09df47ee2fa5f.png",,http://twitter.com/bacb_eV,,:,Berlin,Berlin,DEU,"Business Angels supports entrepreneurship in constantly renewing, liveable society actively shape with attractive jobs, products & services."
barcoo,591e52a1-d5ad-2f55-22f8-84f9d4e990fb,organization,company,https://www.crunchbase.com/organization/barcoo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,barcoo.com,http://www.barcoo.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397209645/ce26dd245a976d525469a8fc806ac06d.jpg",http://www.facebook.com/barcoonaut,http://twitter.com/barcoo,,:,Berlin,Berlin,DEU,"Scan Happy! Your mobile becomes a barcode scanner. Price comparison, test reports, health, green and sustainability information."
mygall,7d25d7b6-67a9-92b5-2603-8f94f886c86e,organization,company,https://www.crunchbase.com/organization/mygall?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,artflakes.com,http://www.artflakes.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397209651/36127230aea25feb56039363d04acc69.jpg",http://www.facebook.com/artflakes,http://twitter.com/artflakes,,:,Berlin,Berlin,DEU,Creative Community & Art Gallery
Yo.lk,f49d607d-9be5-8bca-e80d-f489ae486a67,organization,company,https://www.crunchbase.com/organization/yo-lk?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,yo.lk,http://yo.lk,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181783/b3e9cd274bca900a2056850252112d92.jpg",,http://twitter.com/mite,,:,Berlin,Berlin,DEU,Yo.lk is a Germany tech company developing time tracking for teams and freelancers.
Schering AG,b65cb552-aded-9e0c-8c4a-c6b2b924f987,organization,company,https://www.crunchbase.com/organization/schering?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,schering.de,http://www.schering.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181916/b07e22aec78a2cb7efb97cd5d0dda117.jpg",http://www.facebook.com/healthcare.bayer,https://www.twitter.com/bayer,,:,Wedding,Berlin,DEU,"Bayer is a global enterprise with core competencies in the fields of health care, nutrition and high-tech materials."
Visual Meta,94f60885-285b-3cfa-53bb-e8d536e1a293,organization,company,https://www.crunchbase.com/organization/visual-meta?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,visual-meta.com,http://visual-meta.com/en/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181931/95bc368b91b1ab83dcf3c0edc5f6782c.gif",,,,:,Berlin,Berlin,DEU,"Visual Meta GmbH runs online shopping portals in Europe, Asia and South America under the brands LadenZeile, ShopAlike and UmSÃ³Lugar."
Springer,80c60405-0202-866d-c8e6-f7c7ac9627a0,organization,company,https://www.crunchbase.com/organization/springer?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,springer.com,http://www.springer.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1416320256/karbwulhhzrz2xrlkrsg.png",,http://twitter.com/SpringerSBM,http://www.linkedin.com/company/7051,:,Berlin,Berlin,DEU,Partner for Research and Practice
Idealo,5b6dcb96-1096-2282-9ce4-6ff798e3f7cc,organization,company,https://www.crunchbase.com/organization/idealo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,idealo.de,http://www.idealo.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181975/2a1dfa8e7e7000113608af7856e380cc.gif",http://www.facebook.com/idealo,http://twitter.com/idealo,http://www.linkedin.com/company/idealo-internet-gmbh,:,Berlin,Berlin,DEU,Idealo is a price comparison website that allows users to compare prices on a range of products from many shops.
Smeet,63bab4ae-fbe1-640c-d8cf-ef20d53122bc,organization,company,https://www.crunchbase.com/organization/smeet-communication?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,smeet.com,http://www.smeet.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181998/02a2b4417ef479c05e812dbc178c1e8b.jpg",http://www.facebook.com/smeet3d,http://twitter.com/sMeet_US,http://www.linkedin.com/company/468017,:,Berlin,Berlin,DEU,"Smeet is an online 3D entertainment platform enabling users to collaborate, play games together, and watch live web streams."
Webtrekk,599a9ab3-3c19-18e3-3ffb-e4cc89972343,organization,company,https://www.crunchbase.com/organization/webtrekk?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,webtrekk.com,http://www.webtrekk.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397182243/83a3cf3341cb2b810920a6cfeee085af.jpg",http://www.facebook.com/webtrekk,http://twitter.com/webtrekk,http://www.linkedin.com/company/webtrekk,:,Berlin,Berlin,DEU,Webtrekk is a German company specialized in the development and sale of software products for the real-time web analytics with raw data.
Sauspiel,9c403abf-ca45-3ecd-2f2c-f0187a51a561,organization,company,https://www.crunchbase.com/organization/sauspiel?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sauspiel.de,http://www.sauspiel.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397183913/0596081e54bbf575690f9e42aaf80b09.png",https://www.facebook.com/sauspiel,http://twitter.com/Sauspiel,,:,Berlin,Berlin,DEU,Schafkopf Community (German Cardgame)
Photocase,a22bf47a-8af6-538a-681b-28270f157497,organization,company,https://www.crunchbase.com/organization/photocase?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,photocase.com,http://www.photocase.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397185293/27f4e78623d9da88129102138ccbfe82.gif",https://www.facebook.com/photocase,http://twitter.com/photocase,,:,Berlin,Berlin,DEU,"Photocase is a stock photography agency and website for ad and design agencies, publishers, and editors."
Bit-side,cf8d931b-781e-8649-bb9b-d4a74271b94b,organization,company,https://www.crunchbase.com/organization/bit-side?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bit-side.com,http://bit-side.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1482126003/n1anrbnxv0r6wd6xijnk.png",,,,:,Berlin,Berlin,DEU,Bit-side is a mobile software company developing location-based services.
studentSN,7a2d3f31-4e46-f9f0-9179-2e96f25dabfc,organization,company,https://www.crunchbase.com/organization/studentsn?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,studentsn.com,http://www.studentsn.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397186343/625bcfa4b77aa727c28d113b40228cb6.png",,http://twitter.com/studentSN,,:,Berlin,Berlin,DEU,studentSN is a document management company that integrates student-centric services into social networks.
Skatstube,78628b8c-2a63-83b3-8c84-caea69c0aa94,organization,company,https://www.crunchbase.com/organization/skatstube?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,skatstube.de,http://www.skatstube.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397186582/77afb459451fe15cd127d3b539b2a5bd.gif",https://www.facebook.com/skatstube,http://twitter.com/Skatstube,,:,Berlin,Berlin,DEU,Skat online Community (Cardgame)
DesignHotels.com,5409c17c-b0d5-df5d-fe6d-1b66b61702a8,organization,company,https://www.crunchbase.com/organization/designhotels-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,designhotels.com,http://designhotels.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397186781/45978258ccad1bdabf67cfc66d4a1aff.gif",http://www.facebook.com/DesignHotelsAG,http://twitter.com/design_hotels,http://www.linkedin.com/company/design-hotels-ag,:,Berlin,Berlin,DEU,"Founded by Claus Sendlinger in 1993, Design HotelsÃ¢â€žÂ¢ offers its members insightful travel industry knowledge - from feasibility studies"
